ac,uc,ws,cm,emc,df,vt,tlc,is_subject_role,
0,1,0,0,0,0,1,0,0,32812626_0_5428724146873158593
0,1,0,0,0,0,1,0,0,32812626_0_5428724146873158593
0,1,0,0,0,0,1,0,0,32812626_0_5428724146873158593
0,1,47,0,0,0,1.857142857,0.80952381,1,33167985_0_5220049369716352813
0,1,0,0,0,1,1,0,0,33167985_0_5220049369716352813
0,1,0,0,0,2,1,0,0,33167985_0_5220049369716352813
0,1,0,0,0,3,1,0,0,33167985_0_5220049369716352813
0,1,2,0,0,4,1.285714286,0.238095238,0,33167985_0_5220049369716352813
0,1,4,0,0,5,1.571428571,0.285714286,0,33167985_0_5220049369716352813
0,1,18,0,0,6,2.285714286,0.285714286,0,33167985_0_5220049369716352813
0,1,20,0,0,7,3.857142857,1.476190476,0,33167985_0_5220049369716352813
0,1,78,0,0,0,3.681818182,1.307359307,1,33242247_1_7232384061498591611
0,1,0,0,0,0,1,0,0,33242247_1_7232384061498591611
0,1,0,0,0,0,1,0,0,33242247_1_7232384061498591611
0,1,0,0,0.454545455,0,1,0,0,33242247_1_7232384061498591611
0,1,0,0,0,0,1,0,0,33242247_1_7232384061498591611
0,1,0,0,0.590909091,0,1,0,0,33242247_1_7232384061498591611
0,1,33,0,0,0,2.554216867,0.569203644,1,33401079_0_9127583903019856402
0,1,0,0,0,0,1.036144578,0,0,33401079_0_9127583903019856402
0,1,6,0,0,2,7.325301205,6.025565677,0,33401079_0_9127583903019856402
0,1,0,0,0,0,1,0,0,3389822_6_374624044314151266
0,1,46,0,0,0,1.766233766,0.681476418,1,3389822_6_374624044314151266
0,1,0,0,0,0,1,0,0,3389822_6_374624044314151266
0,1,0,0,0,0,1,0,0,3389822_6_374624044314151266
0,1,0,0,0,0,2,0,0,3389822_6_374624044314151266
0,1,0,0,0,0,1,0,0,34041816_1_4749054164534706977
0,1,59,0,0,0,2.966666667,0.722988506,1,34041816_1_4749054164534706977
0,1,36,0,0,1,4.4,2.562068966,0,34041816_1_4749054164534706977
0,1,0,0,0,0,1,0,0,34041816_1_4749054164534706977
0,1,0,0,0,0,1,0,0,34041816_1_4749054164534706977
0,1,0,0,0,0,1,0,0,34041816_1_4749054164534706977
0,1,36,0,0.010869565,0,1.22826087,0.203057812,0,34899692_0_6530393048033763438
0,1,63,0,0.010869565,1,2.065217391,0.151935022,1,34899692_0_6530393048033763438
0,1,0,0,0.141304348,0,1.02173913,0,0,34899692_0_6530393048033763438
0,1,0,0,0.065217391,0,1.369565217,0,0,34899692_0_6530393048033763438
0,1,0,0,0,0,1,0,0,35188621_0_6058553107571275232
0,1,84,0,0,0,2.584070796,0.834228824,1,35188621_0_6058553107571275232
0,1,0,0,0,0,1,0,0,35188621_0_6058553107571275232
0,1,42,0,0,2,2.230088496,0.200379267,0,35188621_0_6058553107571275232
0,1,0,0,0,0,1,0,0,35188621_0_6058553107571275232
0,1,0,0,0,0,1,0,0,36039980_4_4283009829602711082
0,1,195,0,0,0,2.45,1.523684211,1,36039980_4_4283009829602711082
0,1,0,0,0,0,1,0,0,36039980_4_4283009829602711082
0,1,2,0,0,2,1,0,0,36039980_4_4283009829602711082
0,1,0,0,0,0,2,0,0,36039980_4_4283009829602711082
0,1,27,0,0.067567568,0,1.037837838,0.063172929,0,36102169_0_7739454799295072814
0,1,34,0,0.067567568,1,1.22972973,0.244664176,0,36102169_0_7739454799295072814
0,1,225,0,0.067567568,2,3.281081081,1.659569325,1,36102169_0_7739454799295072814
0,1,0,0,0.067567568,0,1,0,0,36102169_0_7739454799295072814
0,1,0,0,0,0,1,0,0,37541068_1_1156932518917623732
0,1,103,0,0,0,2.022222222,0.045454545,1,37541068_1_1156932518917623732
0,1,0,0,0,0,1,0,0,37541068_1_1156932518917623732
0,1,0,0,0,0,1,0,0,37541068_1_1156932518917623732
0,1,0,0,0,0,1,0,0,37541068_1_1156932518917623732
0,1,0,0,0,0,1,0,0,37541068_1_1156932518917623732
0,1,3,0,0,5,2,0,0,37541068_1_1156932518917623732
0,1,0,0,0.019607843,0,1,0,0,37815699_0_8391788584341609964
0,1,82,0,0.019607843,0,2.058823529,0.336245389,1,37815699_0_8391788584341609964
0,1,0,0,0.019607843,0,1.588235294,0,0,37815699_0_8391788584341609964
0,1,11,0,0.107843137,2,1.754901961,1.023199379,0,37815699_0_8391788584341609964
0,1,55,0,0,0,1.402173913,0.442411067,1,37856682_0_6818907050314633217
0,1,0,0,0,0,1,0,0,37856682_0_6818907050314633217
0,1,0,0,0.916666667,0,1.355072464,0,0,37856682_0_6818907050314633217
0,1,0,0,0,0,1,0,0,38428277_0_1311643810102462607
0,1,111,0,0,0,2.654867257,0.741150442,1,38428277_0_1311643810102462607
0,1,0,0,0,0,1,0,0,38428277_0_1311643810102462607
0,1,73,0,0,2,2.159292035,0.156289507,0,38428277_0_1311643810102462607
0,1,0,0,0,0,1,0,0,38428277_0_1311643810102462607
0,1,25,0,0,0,1.090909091,0.090909091,1,38732532_0_1420803645394505878
0,1,0,0,0,0,3,0,0,38732532_0_1420803645394505878
0,1,0,0,0,0,8.181818182,0,0,38732532_0_1420803645394505878
0,1,21,0,0,0,1.26875,0.254677673,1,3887681_0_7938589465814037992
0,1,0,0,0,0,2,0,0,3887681_0_7938589465814037992
0,1,0,0,0,0,1,0,0,3887681_0_7938589465814037992
0,1,0,0,0,0,1,0,0,3887681_0_7938589465814037992
0,1,7,0,0.0125,4,2.975,0.012421384,0,3887681_0_7938589465814037992
0,1,4,0,0,5,1.1,0.087696541,0,3887681_0_7938589465814037992
0,1,0,0,0,0,1,0,0,39107734_2_2329160387535788734
0,1,75,0,0,0,3.42,0.738367347,1,39107734_2_2329160387535788734
0,1,47,0,0,1,4.32,1.879183673,0,39107734_2_2329160387535788734
0,1,0,0,0,2,1,0,0,39107734_2_2329160387535788734
0,1,0,0,0,0,1,0,0,39107734_2_2329160387535788734
0,1,0,0,0.12,0,1,0,0,39107734_2_2329160387535788734
0,1,0,0,0,0,1,0,0,39107734_2_2329160387535788734
0,1,20,0,0,0,1.440677966,0.444194014,1,3917335_0_7791699395300625164
0,1,22,0,0.004237288,1,1.169491525,0.16334295,0,3917335_0_7791699395300625164
0,1,0,0,0,0,1,0,0,3917335_0_7791699395300625164
0,1,0,0,0,0,1,0,0,3917335_0_7791699395300625164
0,1,0,0,0,0,1,0,0,39173938_0_7916056990138658530
0,1,261,0,0,0,2.89,0.833434343,1,39173938_0_7916056990138658530
0,1,0,0,0,0,1,0,0,39173938_0_7916056990138658530
0,1,102,0,0,2,2.26,0.377676768,0,39173938_0_7916056990138658530
0,1,0,0,0,0,1,0,0,39173938_0_7916056990138658530
0,1,57,0,0,0,1.875,0.125,1,39606331_0_1646213676302448706
0,1,0,0,0,0,1,0,0,39606331_0_1646213676302448706
0,1,0,0,0,0,1,0,0,39606331_0_1646213676302448706
0,1,0,0,0,0,1,0,0,39606331_0_1646213676302448706
0,1,0,0,0,0,1,0,0,3962429_0_3452614694863053249
0,1,123,0,0,0,4.272727273,1.690909091,1,3962429_0_3452614694863053249
0,1,79,0,0,1,7.181818182,0.163636364,0,3962429_0_3452614694863053249
0,1,0,0,0,0,2,0,0,3962429_0_3452614694863053249
0,1,42,0,0,3,2.727272727,0.818181818,0,3962429_0_3452614694863053249
0,1,0,0,0,0,2,0,0,3962429_0_3452614694863053249
0,1,0,0,0,0,1,0,0,39650055_5_7135804139753401681
0,1,73,0,0,0,1.14,0.121616162,1,39650055_5_7135804139753401681
0,1,0,0,0,0,1,0,0,39650055_5_7135804139753401681
0,1,16,0,0,2,1.07,0.056969697,0,39650055_5_7135804139753401681
0,1,0,0,0,0,1,0,0,39759273_0_1427898308030295194
0,1,55,0,0,0,3.1,1.379393939,1,39759273_0_1427898308030295194
0,1,0,0,0,0,1,0,0,39759273_0_1427898308030295194
0,1,53,0,0,2,2.07,0.085959596,0,39759273_0_1427898308030295194
0,1,0,0,0,0,1,0,0,39759273_0_1427898308030295194
0,1,0,0,0,0,1,0,0,39759273_0_1427898308030295194
0,1,0,0,0,0,1,0,0,40534006_0_4617468856744635526
0,1,103,0,0,0,2.051282051,0.157894737,1,40534006_0_4617468856744635526
0,1,0,0,0,0,1,0,0,40534006_0_4617468856744635526
0,1,0,0,0,0,1,0,0,40534006_0_4617468856744635526
0,1,0,0,1,0,1,0,0,40844462_1_6230938203735169234
0,1,76,0,0.004166667,0,2.675,0.632479079,1,40844462_1_6230938203735169234
0,1,0,0,0.004166667,0,1,0,0,40844462_1_6230938203735169234
0,1,57,0,0.004166667,2,2.058333333,0.069717573,0,40844462_1_6230938203735169234
0,1,0,0,0.004166667,0,1,0,0,40844462_1_6230938203735169234
0,1,0,0,0,0,1,0,0,41194422_0_7231546114369966811
0,1,39,0,0,0,1.586956522,0.591399279,1,41194422_0_7231546114369966811
0,1,0,0,0,0,1,0,0,41194422_0_7231546114369966811
0,1,0,0,0,0,1,0,0,41194422_1_1172256090552737974
0,1,39,0,0,0,1.586956522,0.591399279,1,41194422_1_1172256090552737974
0,1,0,0,0,0,1,0,0,41194422_1_1172256090552737974
0,1,180,0,0,0,1.739130435,0.339920949,1,41336118_0_4331895026409635103
0,1,73,0,0,1,1.608695652,0.249011858,0,41336118_0_4331895026409635103
0,1,45,0,0,2,2.782608696,0.723320158,0,41336118_0_4331895026409635103
0,1,0,0,0,0,1,0,0,41336118_0_4331895026409635103
0,1,0,0,0,0,1,0,0,41336118_0_4331895026409635103
0,1,0,0,0,0,1,0,0,41336118_0_4331895026409635103
0,1,0,0,0,0,1,0,0,41336118_0_4331895026409635103
0,1,52,0,0,0,2.352678571,0.382266976,1,41480166_0_6681239260286218499
0,1,0,0,0,0,1,0,0,41480166_0_6681239260286218499
0,1,0,0,0,0,1,0,0,41480166_0_6681239260286218499
0,1,0,0,0,0,1,0,0,41480166_0_6681239260286218499
0,1,985,0,0,4,1,0,0,41480166_0_6681239260286218499
0,1,0,0,0,0,1,0,0,41480166_0_6681239260286218499
0,1,0,0,0,0,1.098901099,0,1,41648740_0_6959523681065295632
0,1,0,0,0,0,1,0,0,41648740_0_6959523681065295632
0,1,0,0,0,0,1,0,0,41648740_0_6959523681065295632
0,1,0,0,0,0,1,0,0,41648740_0_6959523681065295632
0,1,0,0,0,0,1,0,0,41648740_0_6959523681065295632
0,1,0,0,0,0,1,0,0,41648740_0_6959523681065295632
0,1,0,0,0,0,1,0,0,41648740_0_6959523681065295632
0,1,0,0,0,0,1,0,0,41648740_0_6959523681065295632
0,1,69,0,0,0,2.266666667,0.123809524,1,41819807_0_3139249984404131679
0,1,0,0,0,1,1.066666667,0.066666667,0,41819807_0_3139249984404131679
0,1,0,0,0,0,1,0,0,41819807_0_3139249984404131679
0,1,0,0,0,0,1.19047619,0,0,41839679_0_3009344178474568371
0,1,38,0,0.023809524,0,1.714285714,0.743902439,1,41839679_0_3009344178474568371
0,1,110,0,0.023809524,1,2.047619048,0.555749129,0,41839679_0_3009344178474568371
0,1,0,0,0.023809524,0,1,0,0,41839679_0_3009344178474568371
0,1,60,0,0,0,2.222222222,0.194444444,1,42764224_0_515744189130384109
0,1,0,0,0.111111111,0,1,0,0,42764224_0_515744189130384109
0,1,0,0,0,0,1,0,0,42764224_0_515744189130384109
0,1,0,0,0,0,1,0,0,42764224_0_515744189130384109
0,1,0,0,0.822222222,0,1.155555556,0,0,43226272_0_5995103035300388365
0,1,116,0,0.022222222,0,3.222222222,0.771144279,1,43226272_0_5995103035300388365
0,1,28,0,0.059259259,1,1.125925926,0.168933112,0,43226272_0_5995103035300388365
0,1,126,0,0,0,2.692307692,0.461538462,1,43237185_1_3636357855502246981
0,1,0,0,0,0,1,0,0,43237185_1_3636357855502246981
0,1,28,0,0,2,2.076923077,0.393846154,0,43237185_1_3636357855502246981
0,1,69,0,0,3,2.730769231,0.886153846,0,43237185_1_3636357855502246981
0,1,49,0,0,4,6.5,29.84,0,43237185_1_3636357855502246981
0,1,0,0,0,0,1,0,0,43469354_0_6029017163991310319
0,1,45,0,0,0,1.173333333,0.238210291,1,43469354_0_6029017163991310319
0,1,85,0,0,1,1.086666667,0.079686801,0,43469354_0_6029017163991310319
0,1,0,0,0,0,1,0,0,43469354_0_6029017163991310319
0,1,0,0,0.12,0,1,0,0,43469354_0_6029017163991310319
0,1,485,0,0,4,2.226666667,0.362416107,0,43469354_0_6029017163991310319
0,1,57,0,0,0,1.875,0.125,1,44005578_0_5400481538370055338
0,1,0,0,0,0,1,0,0,44005578_0_5400481538370055338
0,1,0,0,0.125,0,1,0,0,44005578_0_5400481538370055338
0,1,0,0,0,0,1,0,0,44005578_0_5400481538370055338
0,1,0,0,0.561797753,0,1,0,0,44206774_0_3810538885942465703
0,1,72,0,0,0,2.011235955,0.011235955,1,44206774_0_3810538885942465703
0,1,0,0,0,0,1,0,0,44206774_0_3810538885942465703
0,1,0,0,0,0,1,0,0,44206774_0_3810538885942465703
0,1,0,0,0,0,1,0,0,44206774_0_3810538885942465703
0,1,0,0,0,0,1,0,0,44206774_0_3810538885942465703
0,1,0,0,0,0,1,0,0,4444204_0_951426790527152756
0,1,32,0,0,0,1.194444444,0.196261682,1,4444204_0_951426790527152756
0,1,24,0,0,1,1.055555556,0.052959502,0,4444204_0_951426790527152756
0,1,0,0,0,0,1,0,0,4444204_0_951426790527152756
0,1,0,0,0.12962963,0,1,0,0,4444204_0_951426790527152756
0,1,23,0,0,4,2.175925926,0.706818969,0,4444204_0_951426790527152756
0,1,0,0,0,0,1,0,0,4501311_8_8306082458935575308
0,1,103,0,0,0,4,1.566666667,1,4501311_8_8306082458935575308
0,1,2,0,0,1,1.5,0.277777778,0,4501311_8_8306082458935575308
0,1,14,0,0,2,1,0,0,4501311_8_8306082458935575308
0,1,0,0,0,0,1,0,0,45073662_0_3179937335063201739
0,1,70,0,0,0,2.111111111,0.071225071,1,45073662_0_3179937335063201739
0,1,0,0,0,0,1,0,0,45073662_0_3179937335063201739
0,1,77,0,0,0,2,0.166666667,1,45533669_1_7463037039059239824
0,1,38,0,0,1,2,0.166666667,0,45533669_1_7463037039059239824
0,1,26,0,0,2,1,0,0,45533669_1_7463037039059239824
0,1,0,0,0,0,1,0,0,46646666_0_5802598112171303204
0,1,0,0,0,0,2,0,0,46646666_0_5802598112171303204
0,1,222,0,0,0,2.333333333,2.99047619,1,46646666_0_5802598112171303204
0,1,563,0,0,0,3.266304348,1.329056783,1,46671561_0_6122315295162029872
0,1,20,0,0,1,1.141304348,0.182347351,0,46671561_0_6122315295162029872
0,1,58,0,0,2,1,0,0,46671561_0_6122315295162029872
0,1,0,0,0,0,1.125,0,0,46671561_0_6122315295162029872
0,1,0,0,0,0,1.108108108,0,0,4730513_0_8573199053866072336
0,1,49,0,0,0,1.972972973,0.40990991,1,4730513_0_8573199053866072336
0,1,0,0,0,0,19.89189189,0,0,4730513_0_8573199053866072336
0,1,464,0,0,0,3.659313725,1.731729055,1,47709681_0_4437772923903322343
0,1,28,0,0,1,1,0.026298357,0,47709681_0_4437772923903322343
0,1,0,0,0.382352941,0,1,0,0,47709681_0_4437772923903322343
0,1,0,0,0,0,1,0,0,47709681_0_4437772923903322343
0,1,56,0,0,0,2.053140097,0.271028529,1,48456557_0_3760853481322708783
0,1,38,0,0,1,2.118357488,0.104601654,0,48456557_0_3760853481322708783
0,1,10,0,0,2,1,0,0,48456557_0_3760853481322708783
0,1,21,0,0,0,2.59009009,0.238820268,1,48805028_0_8933391169600128370
0,1,0,0,0,0,1,0,0,48805028_0_8933391169600128370
0,1,48,0,0.157657658,2,1,0.133402633,0,48805028_0_8933391169600128370
0,1,0,0,0.193693694,3,1,0.156883127,0,48805028_0_8933391169600128370
0,1,0,0,0.297297297,4,1,0.209856916,0,48805028_0_8933391169600128370
0,1,0,0,1,0,1,0,0,48944826_0_2321751364268052533
0,1,0,0,0.931623932,0,1,0,0,48944826_0_2321751364268052533
0,1,267,0,0,0,3.692307692,1.481137636,1,48944826_0_2321751364268052533
0,1,10,0,0,1,1.111111111,0.056734453,0,48944826_0_2321751364268052533
0,1,0,0,0,0,1,0,0,48944826_0_2321751364268052533
0,1,0,0,0.846153846,0,1.495726496,0,0,48944826_0_2321751364268052533
0,1,0,0,0.991452991,0,1,0,0,48944826_0_2321751364268052533
0,1,27,0,0,5,1.675213675,0,0,48944826_0_2321751364268052533
0,1,28,0,0.024390244,0,1.390243902,0.651219512,1,49087820_0_461228320225084868
0,1,35,0,0,1,1.707317073,0.530487805,0,49087820_0_461228320225084868
0,1,0,0,0,0,1,0,0,49087820_0_461228320225084868
0,1,0,0,0,0,1,0,0,49087820_0_461228320225084868
0,1,0,0,0.292682927,0,1.024390244,0,0,49087820_0_461228320225084868
0,1,0,0,0.048780488,0,2.195121951,0,0,49087820_0_461228320225084868
0,1,0,0,0,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0.050955414,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0.050955414,0,1,0,0,49772588_0_6549847739640234347
0,1,15,0,0,0,1.23566879,0.214600686,1,49772588_0_6549847739640234347
0,1,0,0,0,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0.006369427,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0.006369427,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0.382165605,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0,0,1,0,0,49772588_0_6549847739640234347
0,1,0,0,0,0,1,0,0,49772588_0_6549847739640234347
0,1,51,0,0,0,2,0.387096774,1,49801939_0_6964113429298874283
0,1,0,0,0,0,1,0,0,49801939_0_6964113429298874283
0,1,5,0,0,2,1,0,0,49801939_0_6964113429298874283
0,1,9,0,0,3,2.90625,0,0,49801939_0_6964113429298874283
0,1,168,0,0,0,3.563139932,1.294053018,1,50245608_0_871275842592178099
0,1,0,0,0,0,1,0,0,50245608_0_871275842592178099
0,1,0,0,0,0,1,0,0,50245608_0_871275842592178099
0,1,46,0,0,3,2.068259386,0.071555472,0,50245608_0_871275842592178099
0,1,64,0,0.037542662,4,2.078498294,0.256276591,0,50245608_0_871275842592178099
0,1,0,0,0.020477816,0,1,0,0,50245608_0_871275842592178099
0,1,3,0,0,6,1,0.060849035,0,50245608_0_871275842592178099
0,1,0,0,0.43452381,0,1,0,0,50270082_0_444360818941411589
0,1,72,0,0,0,2.035714286,0.029904477,1,50270082_0_444360818941411589
0,1,0,0,0,0,1,0,0,50270082_0_444360818941411589
0,1,24,0,0,0,1.538461538,0.347741148,1,51130304_0_3035822254995425429
0,1,0,0,0,0,4.725274725,0,0,51130304_0_3035822254995425429
0,1,0,0,0,0,5.197802198,0,0,51130304_0_3035822254995425429
0,1,0,0,0,0,15.12087912,0,0,51130304_0_3035822254995425429
0,1,5,0,0,4,6.835164835,8.228083028,0,51130304_0_3035822254995425429
0,1,0,0,0,0,2,0,0,51741865_0_9203644246202164492
0,1,139,0,0,0,3.277777778,0.571428571,0,51741865_0_9203644246202164492
0,1,22,0,0,1,1.694444444,0.275396825,0,51741865_0_9203644246202164492
0,1,352,0,0,2,6.694444444,0.511111111,1,51741865_0_9203644246202164492
0,1,0,0,0,0,2.055555556,0,0,51741865_0_9203644246202164492
0,1,0,0,0,0,1,0,0,52208141_2_5171684379987586712
0,1,356,0,0,0,3.15,0.642105263,1,52208141_2_5171684379987586712
0,1,100,0,0,1,1.5,0.263157895,0,52208141_2_5171684379987586712
0,1,0,0,0,0,1,0,0,52208141_2_5171684379987586712
0,1,0,0,0,0,1,0,0,52299421_0_4473286348258170200
0,1,41,0,0,0,1.195652174,0.122670807,1,52299421_0_4473286348258170200
0,1,0,0,0,0,1,0,0,52299421_0_4473286348258170200
0,1,0,0,0,0,1,0,0,52299421_0_4473286348258170200
0,1,0,0,0,0,1,0,0,52299421_0_4473286348258170200
0,1,0,0,0,0,1,0,0,52299421_0_4473286348258170200
0,1,0,0,0,0,1,0,0,52299421_0_4473286348258170200
0,1,0,0,0,0,1,0,0,52299421_0_4473286348258170200
0,1,0,0,0,0,1,0,0,52299421_0_4473286348258170200
0,1,49,0,0,0,1.763636364,0.48956229,1,52572391_0_8684896999787304275
0,1,0,0,0,1,2.690909091,1.106397306,0,52572391_0_8684896999787304275
0,1,0,0,0,0,1,0,0,52572391_0_8684896999787304275
0,1,0,0,0,0,3,0,0,53583534_0_503521622577229691
0,1,95,0,0,0,2.416666667,0.386363636,1,53583534_0_503521622577229691
0,1,40,0,0,1,2.25,0.931818182,0,53583534_0_503521622577229691
0,1,0,0,0,0,1,0,0,53583534_0_503521622577229691
0,1,0,0,0,0,2,0,0,53583534_0_503521622577229691
0,1,0,0,0.002325581,0,1,0,0,53822652_0_5767892317858575530
0,1,39,0,0.002325581,0,2.613953488,0.871122676,1,53822652_0_5767892317858575530
0,1,0,0,0.002325581,0,1,0,0,53822652_0_5767892317858575530
0,1,20,0,0.002325581,2,2.379069767,3.562470862,0,53822652_0_5767892317858575530
0,1,42,0,0,0,2.807692308,0.764615385,1,53989675_0_8697482470743954630
0,1,14,0,0,1,1,0,0,53989675_0_8697482470743954630
0,1,0,0,0,0,1,0,0,53989675_0_8697482470743954630
0,1,50,0,0.038461538,3,1,0.204615385,0,53989675_0_8697482470743954630
0,1,0,0,0.038461538,0,1,0,0,53989675_0_8697482470743954630
0,1,0,0,0,0,2.4,0.252631579,1,54112392_0_160015365721559357
0,1,0,0,0,1,1.8,1.221052632,0,54112392_0_160015365721559357
0,1,0,0,0,2,3,0.05,0,54112392_0_160015365721559357
0,1,0,0,0.008064516,0,1,0,0,54719588_0_8417197176086756912
0,1,0,0,0.008064516,0,1,0,0,54719588_0_8417197176086756912
0,1,0,0,0.326612903,0,1,0,0,54719588_0_8417197176086756912
0,1,119,0,0.008064516,0,2.483870968,0.84047277,1,54719588_0_8417197176086756912
0,1,0,0,0.004032258,0,1.016129032,0,0,54719588_0_8417197176086756912
0,1,32,0,0.004032258,2,1.02016129,0.024030299,0,54719588_0_8417197176086756912
0,1,0,0,0.004032258,0,1,0,0,54719588_0_8417197176086756912
0,1,17,0,0.032258065,4,1,0.205155413,0,54719588_0_8417197176086756912
0,1,0,0,0.85483871,0,1,0,0,54719588_0_8417197176086756912
0,1,0,0,0.991935484,0,1.004032258,0,0,54719588_0_8417197176086756912
0,1,0,0,0.85483871,0,1,0,0,54719588_0_8417197176086756912
0,1,0,0,0.149193548,0,1,0,0,54719588_0_8417197176086756912
0,1,0,0,0.935483871,0,1,0,0,54719588_0_8417197176086756912
0,1,0,0,0.939516129,0,1,0,0,54719588_0_8417197176086756912
0,1,211,0,0.004524887,0,2.529411765,0.517400247,1,54773498_0_4341462266113591159
0,1,77,0,0.004524887,1,1.574660633,0.428630193,0,54773498_0_4341462266113591159
0,1,21,0,0.004524887,2,1.131221719,0.120238585,0,54773498_0_4341462266113591159
0,1,0,0,0.004524887,0,1,0,0,54773498_0_4341462266113591159
0,1,0,0,0.009049774,0,1,0,0,54773498_0_4341462266113591159
0,1,0,0,0.488687783,0,1.235294118,0,0,54773498_0_4341462266113591159
0,1,54,0,0,0,1.176470588,0.110294118,1,55004961_0_2904467548072189860
0,1,42,0,0,1,1.294117647,0.345588235,0,55004961_0_2904467548072189860
0,1,40,0,0,2,3,0,0,55004961_0_2904467548072189860
0,1,62,0,0,0,1.857142857,0.131868132,1,55027702_0_628532586316851176
0,1,0,0,0,0,2,0,0,55027702_0_628532586316851176
0,1,0,0,0.214285714,0,1.785714286,0,0,55027702_0_628532586316851176
0,1,40,0,0,0,1.625,0.695652174,1,55238374_0_3379409961751009152
0,1,8,0,0,1,2.125,4.057971014,0,55238374_0_3379409961751009152
0,1,44,0,0,2,3.625,0.695652174,0,55238374_0_3379409961751009152
0,1,70,0,0,0,1.659090909,0.479915433,1,55961337_0_6548713781034932742
0,1,105,0,0,1,2.045454545,0.509513742,1,55961337_0_6548713781034932742
0,1,0,0,0,0,1,0,0,55961337_0_6548713781034932742
0,1,0,0,0,0,1,0,0,55961337_0_6548713781034932742
0,1,0,0,0.159090909,0,1.113636364,0,0,55961337_0_6548713781034932742
0,1,0,0,0.022727273,0,2.113636364,0,0,55961337_0_6548713781034932742
0,1,0,0,0,0,1,0,0,56224555_0_3713922722778385817
0,1,267,0,0,0,1.86,0.472222222,1,56224555_0_3713922722778385817
0,1,32,0,0,1,1.41,0.244343434,0,56224555_0_3713922722778385817
0,1,22,0,0,2,2.01,0.700909091,0,56224555_0_3713922722778385817
0,1,0,0,0,0,1,0,0,56224555_0_3713922722778385817
0,1,0,0,0,0,1,0,0,56224555_0_3713922722778385817
0,1,0,0,0,0,1,0,0,56224555_0_3713922722778385817
0,1,0,0,0,0,1,0,0,56224555_0_3713922722778385817
0,1,0,0,0,0,1,0,0,57938705_0_8737506792349461963
0,1,124,0,0,0,4,1.699607843,1,57938705_0_8737506792349461963
0,1,0,0,0,0,1,0,0,57938705_0_8737506792349461963
0,1,0,0,0,0,1,0,0,57938705_0_8737506792349461963
0,1,13,0,0,3,1,0,0,57938705_0_8737506792349461963
0,1,29,0,0,4,1.215686275,0.33254902,0,57938705_0_8737506792349461963
0,1,0,0,0.019607843,0,1,0,0,57938705_0_8737506792349461963
0,1,0,0,0.019607843,0,1,0,0,57938705_0_8737506792349461963
0,1,0,0,0.019607843,0,1,0,0,57938705_0_8737506792349461963
0,1,0,0,0.019607843,0,1,0,0,57938705_0_8737506792349461963
0,1,0,0,0.019607843,0,1,0,0,57938705_0_8737506792349461963
0,1,0,0,0,0,1,0,1,5873256_0_7795190905731964989
0,1,0,0,0,0,1.918699187,0.478579725,0,5873256_0_7795190905731964989
0,1,0,0,0,1,1,0,0,5873256_0_7795190905731964989
0,1,0,0,0,2,1,0,0,5873256_0_7795190905731964989
0,1,0,0,0,0,1,0,0,58891288_0_1117541047012405958
0,1,63,0,0,0,2.82,0.95959596,1,58891288_0_1117541047012405958
0,1,0,0,0,0,1,0,0,58891288_0_1117541047012405958
0,1,44,0,0,2,2.11,0.102929293,0,58891288_0_1117541047012405958
0,1,0,0,0,0,1,0,0,58891288_0_1117541047012405958
0,1,78,0,0,0,3.529411765,1.632352941,1,5972322_0_3150366936082777235
0,1,0,0,0,0,1,0,0,5972322_0_3150366936082777235
0,1,0,0,0,0,1,0,0,5972322_0_3150366936082777235
0,1,0,0,0,0,1,0,0,5972322_0_3150366936082777235
0,1,28,0,0,0,2.021276596,0.629972248,0,60319454_0_3938426910282115527
0,1,40,0,0,1,2.255319149,0.368177613,1,60319454_0_3938426910282115527
0,1,8,0,0,2,1.638297872,0.453283996,0,60319454_0_3938426910282115527
0,1,55,0,0,0,1.446808511,0.577243293,1,61069974_0_1894536874590565102
0,1,29,0,0,1,1.744680851,0.411655874,0,61069974_0_1894536874590565102
0,1,0,0,0,0,1,0,0,61069974_0_1894536874590565102
0,1,0,0,0,0,1,0,0,61069974_0_1894536874590565102
0,1,0,0,0.127659574,0,1.127659574,0,0,61069974_0_1894536874590565102
0,1,0,0,0.021276596,0,1.978723404,0,0,61069974_0_1894536874590565102
0,1,67,0,0,0,1.52,0.573333333,1,61121469_0_6337620713408906340
0,1,15,0,0,1,1.52,0.99,0,61121469_0_6337620713408906340
0,1,78,0,0,2,3.48,0.573333333,0,61121469_0_6337620713408906340
0,1,0,0,1,0,1,0,0,61626303_0_266372209664087642
0,1,154,0,0,0,2.155555556,0.946464646,1,61626303_0_266372209664087642
0,1,0,0,0,0,2,0,0,61626303_0_266372209664087642
0,1,0,0,0,0,1,0,0,61626303_0_266372209664087642
0,1,0,0,0,0,1,0,0,61626303_0_266372209664087642
